0.641548188	1.84981064	0.00079773
0.642042717	1.84980671	0.00079486
0.642538009	1.84980278	0.00079289
0.643034066	1.84979884	0.00079092
0.643530889	1.84979491	0.00078893
0.64402848	1.84979097	0.00078599
0.644526842	1.84978704	0.00078402
0.645025975	1.84978213	0.00078205
0.645525882	1.84977817	0.00078009
0.646026565	1.84977424	0.00077812
0.646528025	1.8497703	0.00077615
0.647030264	1.84976637	0.00077418
0.647533284	1.84976244	0.00077222
0.648037086	1.84975763	0.00077025
0.648541673	1.84975357	0.00076828
0.649047047	1.84974963	0.00076632
0.649553209	1.8497457	0.00076435
0.650060161	1.84974096	0.00077532
0.650567904	1.84973683	0.00077958
0.651076442	1.8497329	0.00077922
0.651585775	1.84972896	0.00077824
0.652095906	1.84972428	0.00077651
0.652606836	1.84972009	0.00077527
0.653118568	1.84971616	0.00077429
0.653631102	1.84971153	0.00077331
0.654144442	1.84970729	0.00077232
0.654658589	1.84970336	0.00077068
0.655173544	1.84969942	0.00076936
0.65568931	1.84969486	0.00076837
0.656205889	1.84969056	0.00076739
0.656723283	1.84968662	0.00076641
0.657241493	1.84968211	0.00076542
0.657760521	1.84967775	0.00076388
0.65828037	1.84967382	0.00076245
0.658801041	1.84966935	0.00076147
0.659322537	1.84966495	0.00076049
0.659844859	1.84966102	0.00076
0.660368009	1.8496566	0.0007624
0.660891989	1.84965215	0.00076454
0.661416802	1.84964777	0.00076355
0.661942448	1.84964328	0.000763
0.662468931	1.84963934	0.00076259
0.662996252	1.84963501	0.0007616
0.663524413	1.84963048	0.000761
0.664053417	1.84962618	0.00076064
0.664583264	1.84962161	0.00076
0.665113958	1.84961734	0.00075967
0.6656455	1.84961274	0.000759
0.666177892	1.84960851	0.0007587
0.666711136	1.84960387	0.00075772
0.667245235	1.84959994	0.000757
0.66778019	1.84959575	0.00075675
0.668316004	1.84959107	0.000756
0.668852678	1.84958692	0.00075578
0.669390215	1.8495822	0.000755
0.669928617	1.84957808	0.00075537
0.670467885	1.84957333	0.000757
0.671008023	1.84956925	0.00075685
0.671549031	1.84956433	0.000756
0.672090912	1.84955953	0.00075588
0.672633669	1.8495555	0.000755
0.673177303	1.84955066	0.000755
0.673721816	1.84954666	0.00075493
0.674267211	1.8495418	0.000754
0.67481349	1.84953783	0.000754
0.675360654	1.84953293	0.00075398
0.675908707	1.84952899	0.000753
0.676457649	1.84952407	0.000753
0.677007485	1.84951915	0.000753
0.677558214	1.84951519	0.00075205
0.678109841	1.84951032	0.000752
0.678662366	1.84950632	0.000752
0.679215793	1.84950148	0.0007511
0.679770123	1.84949657	0.000751
0.680325358	1.84949252	0.00075448
0.680881501	1.84948773	0.00075415
0.681438555	1.84948365	0.000754
0.68199652	1.8494789	0.000754
0.6825554	1.84947398	0.000754
0.683115197	1.84946985	0.000754
0.683675912	1.84946514	0.000754
0.684237549	1.84946023	0.000754
0.68480011	1.84945605	0.00075326
0.685363596	1.84945139	0.000753
0.68592801	1.84944647	0.000753
0.686493355	1.84944224	0.000753
0.687059632	1.84943764	0.000753
0.687626845	1.84943272	0.000753
0.688194994	1.8494278	0.000753
0.688764084	1.84942351	0.000753
0.689334115	1.84941897	0.00075239
0.689905091	1.84941405	0.00075318
0.690477013	1.84940913	0.00075515
0.691049884	1.84940477	0.000756
0.691623707	1.8494003	0.000756
0.692198483	1.84939538	0.000756
0.692774216	1.84939046	0.000756
0.693350907	1.84938554	0.000756
0.693928559	1.8493811	0.000756
0.694507174	1.84937671	0.000756
0.695086755	1.84937179	0.000756
0.695667305	1.84936687	0.000756
0.696248824	1.84936196	0.000756
0.696831317	1.84935743	0.00075639
0.697414786	1.84935312	0.000757
0.697999232	1.8493482	0.000757
0.698584658	1.84934328	0.000757
0.699171068	1.84933837	0.000757
0.699758463	1.84933345	0.00075731
0.700346845	1.84932853	0.00075829
0.700936218	1.84932361	0.00075928
0.701526584	1.84931896	0.00076
0.702117945	1.84931478	0.00076
0.702710303	1.84930986	0.00076023
0.703303663	1.84930494	0.000761
0.703898025	1.84930003	0.000761
0.704493392	1.84929511	0.00076118
0.705089768	1.84929019	0.000762
0.705687154	1.84928527	0.000762
0.706285553	1.84928036	0.00076213
0.706884968	1.84927544	0.000763
0.707485401	1.84927052	0.000763
0.708086855	1.8492656	0.00076308
0.708689332	1.84926068	0.000764
0.709292836	1.84925577	0.000764
0.709897369	1.84925085	0.00076409
0.710502932	1.84924593	0.000767
0.71110953	1.84924101	0.000767
0.711717165	1.8492361	0.00076798
0.712325838	1.84923118	0.000768
0.712935554	1.84922626	0.000768
0.713546314	1.84922134	0.00076893
0.714158122	1.84921643	0.000769
0.71477098	1.84921151	0.0007699
0.715384891	1.84920659	0.00077
0.715999857	1.84920081	0.00077
0.716615881	1.84919575	0.00077085
0.717232966	1.84919084	0.000771
0.717851115	1.84918592	0.000771
0.71847033	1.849181	0.0007718
0.719090615	1.84917608	0.000772
0.719711971	1.84917117	0.00077277
0.720334402	1.8491655	0.00077375
0.720957911	1.84916033	0.00077473
0.7215825	1.84915541	0.00077572
0.722208172	1.8491505	0.000776
0.72283493	1.84914558	0.00077668
0.723462777	1.84914066	0.000777
0.724091716	1.84913509	0.00077765
0.724721749	1.84912983	0.000778
0.725352879	1.84912491	0.00077862
0.72598511	1.84911999	0.000779
0.726618444	1.84911507	0.00077959
0.727252883	1.84910958	0.00078
0.727888432	1.84910424	0.00078055
0.728525092	1.84909932	0.00078154
0.729162867	1.8490944	0.000782
0.72980176	1.84908898	0.000782
0.730441773	1.84908357	0.00078249
0.73108291	1.84907865	0.000783
0.731725173	1.84907328	0.00078345
0.732368566	1.84906781	0.000784
0.733013091	1.84906247	0.00078442
0.733658751	1.84905698	0.0007854
0.73430555	1.84905206	0.000786
0.734953491	1.84904677	0.00078637
0.735602576	1.84904123	0.00078735
0.736252808	1.84903631	0.000788
0.736904191	1.84903107	0.00078832
0.737556728	1.84902547	0.00078931
0.738210421	1.84902027	0.00079
0.738865274	1.84901464	0.00079027
0.73952129	1.84900946	0.00079126
0.740178472	1.8490038	0.00079248
0.740836823	1.84899866	0.00079422
0.741496346	1.84899297	0.00079521
0.742157045	1.84898805	0.00079619
0.742818922	1.84898296	0.00079717
0.74348198	1.84897721	0.00079816
0.744146223	1.84897215	0.00079914
0.744811655	1.84896625	0.00080012
0.745478277	1.84896046	0.00080111
0.746146094	1.84895545	0.00080218
0.746815108	1.84894963	0.00080407
0.747485323	1.84894465	0.00080506
0.748156742	1.84893879	0.00080604
0.748829369	1.84893385	0.00080703
0.749503206	1.84892795	0.00080801
0.750178256	1.84892204	0.00080899
0.750854524	1.84891712	0.00080802
0.751532012	1.84891124	0.00080896
0.752210724	1.84890628	0.00081089
0.752890663	1.84890044	0.00081285
0.753571832	1.84889454	0.00081391
0.754254235	1.84888953	0.00081579
0.754937875	1.84888373	0.00081688
0.755622756	1.84887783	0.00081872
0.75630888	1.84887193	0.00082069
0.756996251	1.84886686	0.00082183
0.757684873	1.84886113	0.00082362
0.758374749	1.84885523	0.0008248
0.759065882	1.84885011	0.00082656
0.759758276	1.84884443	0.00082852
0.760451934	1.84883853	0.00082825
0.761146861	1.84883263	0.00082946
0.761843058	1.84882744	0.00083143
0.76254053	1.84882182	0.00083409
0.763239281	1.84881592	0.00083636
0.763939313	1.84881002	0.00083899
0.76464063	1.84880412	0.00084129
0.765343237	1.84879822	0.00084389
0.766047135	1.84879231	0.00084623
0.76675233	1.84878701	0.00084879
0.767458824	1.84878151	0.00085174
0.768166622	1.84877561	0.00085413
0.768875726	1.84876971	0.00085664
0.769586141	1.84876381	0.00085906
0.770297869	1.84875791	0.00085588
0.771010915	1.84875201	0.0008535
0.771725283	1.84874611	0.00085693
0.772440975	1.84874021	0.0008604
0.773157997	1.84873431	0.00086335
0.77387635	1.8487284	0.0008663
0.77459604	1.8487225	0.00086967
0.775317069	1.8487166	0.0008732
0.776039443	1.8487107	0.00087615
0.776763163	1.8487048	0.0008791
0.777488235	1.8486989	0.0008824
0.778214661	1.848693	0.000886
0.778942446	1.84868709	0.00088895
0.779671594	1.84868119	0.00088919
0.780402108	1.84867529	0.00088557
0.781133992	1.84866939	0.00088807
0.781867251	1.84866349	0.00089176
0.782601887	1.84865759	0.00089494
0.783337905	1.84865147	0.00089887
0.784075309	1.84864478	0.00090261
0.784814102	1.84863888	0.00090574
0.785554289	1.84863298	0.00090968
0.786295874	1.84862708	0.00091361
0.78703886	1.84862104	0.00091755
0.787783251	1.84861428	0.00092136
0.788529052	1.84860838	0.00092441
0.789276266	1.84860248	0.00092835
0.790024898	1.84859658	0.00093158
0.790774952	1.84859062	0.00092622
0.79152643	1.84858377	0.00093019
0.792279339	1.84857787	0.00093508
0.793033681	1.84857197	0.00093902
0.793789461	1.84856509	0.00094295
0.794546683	1.84855917	0.00094786
0.795305351	1.84855327	0.00095182
0.796065469	1.84854643	0.00095575
0.796827042	1.84854046	0.00096061
0.797590073	1.84853456	0.00096462
0.798354567	1.84852778	0.00096945
0.799120528	1.84852176	0.00097349
0.79988796	1.84851586	0.00097828
0.800656867	1.84850912	0.00097228
0.801427254	1.84850306	0.00097512
0.802199125	1.84849635	0.00098004
0.802972484	1.84849026	0.00098495
0.803747336	1.84848436	0.00098987
0.804523685	1.8484777	0.00099555
0.805301535	1.84847155	0.00100071
0.80608089	1.84846493	0.00100635
0.806861756	1.84845875	0.00101154
0.807644136	1.84845216	0.00101715
0.808428034	1.84844595	0.00102238
0.809213456	1.84843939	0.00102795
0.810000405	1.84843315	0.00102165
0.810788887	1.84842724	0.0010195
0.811578905	1.84842074	0.00102283
0.812370464	1.84841385	0.00102637
0.813163568	1.84840754	0.00102973
0.813958223	1.84840108	0.00103268
0.814754432	1.84839474	0.00103617
0.815552201	1.84838831	0.00103958
0.816351533	1.84838194	0.00104304
0.817152434	1.84837554	0.00104648
0.817954908	1.84836866	0.00104991
0.81875896	1.84836223	0.00105385
0.819564593	1.84835589	0.00105733
0.820371814	1.848349	0.00106542
0.821180627	1.84834253	0.00107524
0.821991036	1.84833623	0.00107858
0.822803046	1.84832935	0.00108214
0.823616662	1.84832283	0.00108545
0.824431888	1.84831658	0.00108904
0.825248731	1.84830969	0.00109232
0.826067193	1.84830312	0.00109625
0.82688728	1.84829692	0.00109989
0.827708998	1.84829032	0.00110312
0.82853235	1.84828416	0.00110705
0.829357341	1.84827727	0.00111049
0.830183978	1.84827062	0.00110992
0.831012264	1.8482645	0.00110428
0.831842204	1.84825762	0.00111018
0.832673803	1.84825073	0.00111591
0.833507068	1.84824401	0.00112099
0.834342001	1.84823796	0.00112689
0.835178609	1.84823108	0.00113279
0.836016896	1.84822431	0.00113869
0.836856868	1.84821831	0.00114459
0.837698529	1.84821142	0.0011505
0.838541885	1.84820454	0.00115646
0.839386941	1.8481977	0.0011627
0.840233702	1.84819177	0.00115697
0.841082173	1.84818488	0.0011561
0.841932359	1.848178	0.001162
0.842784266	1.8481721	0.0011679
0.843637898	1.84816523	0.00117477
0.844493262	1.84815834	0.0011807
0.845350362	1.8481524	0.0011866
0.846209203	1.84814557	0.00119343
0.847069791	1.84813869	0.00119941
0.847932131	1.84813269	0.00120619
0.848796229	1.84812592	0.00121221
0.84966209	1.84811904	0.00121896
0.85052972	1.84811299	0.00121499
0.851399123	1.84810627	0.00121891
0.852270305	1.84809938	0.00122482
0.853143272	1.84809328	0.00123072
0.854018029	1.84808661	0.00123662
0.854894582	1.84807973	0.00124327
0.855772935	1.84807358	0.00124942
0.856653096	1.84806696	0.00125532
0.857535069	1.84806078	0.00126192
0.85841886	1.84805419	0.00126812
0.859304475	1.84804797	0.0012747
0.860191919	1.84804142	0.0012698
0.861081198	1.84803517	0.00126983
0.861972317	1.84802927	0.00127573
0.862865283	1.84802277	0.00128163
0.8637601	1.84801647	0.00128753
0.864656776	1.84801	0.00129343
0.865555315	1.84800367	0.00129933
0.866455724	1.84799777	0.00130523
0.867358008	1.84799134	0.00131166
0.868262173	1.84798496	0.00131804
0.869168225	1.84797906	0.00132394
0.87007617	1.84797316	0.00132227
0.870986014	1.84796726	0.00131974
0.871897762	1.84796136	0.00132608
0.872811422	1.84795546	0.00133296
0.873726999	1.84794956	0.00133985
0.874644498	1.84794365	0.00134674
0.875563926	1.84793775	0.00135362
0.87648529	1.84793185	0.0013605
0.877408594	1.84792595	0.00136739
0.878333846	1.84792005	0.0013746
0.879261051	1.84791446	0.00138216
0.880190216	1.84790925	0.00138437
0.881121347	1.84790335	0.00137993
0.88205445	1.84789771	0.00138707
0.882989531	1.84789255	0.00139494
0.883926597	1.84788687	0.00140258
0.884865654	1.84788195	0.00140968
0.885806709	1.84787684	0.00141754
0.886749767	1.84787111	0.00142542
0.887694835	1.8478662	0.00143344
0.88864192	1.84786128	0.00144215
0.889591028	1.84785636	0.00144862
0.890542166	1.84785144	0.00144656
0.89149534	1.84784653	0.00145175
0.892450556	1.84784169	0.00145954
0.893407821	1.84783769	0.00146643
0.894367142	1.84783277	0.00147332
0.895328526	1.84782789	0.00148023
0.896291979	1.84782394	0.00148809
0.897257507	1.84781902	0.00149497
0.898225118	1.84781508	0.00150283
0.899194818	1.84781115	0.0015107
0.900166614	1.84780721	0.00150816
0.901140513	1.84780328	0.00150614
0.902116522	1.84779935	0.00151056
0.903094646	1.84779541	0.00151728
0.904074895	1.84779148	0.00152328
0.905057274	1.84778755	0.00152918
0.906041789	1.84778446	0.00153509
0.90702845	1.84778068	0.00154182
0.908017261	1.84777756	0.00154789
0.909008231	1.84777461	0.00155379
0.910001366	1.84777087	0.00155813
0.910996673	1.8477677	0.00155977
0.91199416	1.84776475	0.00156374
0.912993834	1.8477618	0.00156793
0.913995702	1.84775885	0.00157258
0.914999771	1.8477559	0.0015775
0.916006049	1.84775295	0.00158241
0.917014542	1.84775	0.00158733
0.918025258	1.8477477	0.0015916
0.919038205	1.8477451	0.00159617
0.92005339	1.84774277	0.00159862
0.92107082	1.8477402	0.0016002
0.922090502	1.84773783	0.00160333
0.923112445	1.8477353	0.0016067
0.924136656	1.8477329	0.0016102
0.925163142	1.8477304	0.0016136
0.92619191	1.84772796	0.00161655
0.92722297	1.847726	0.00162001
0.928256327	1.84772403	0.00162394
0.92929199	1.84772206	0.00162741
0.930329967	1.84771964	0.00162945
0.931370265	1.84771713	0.00163131
0.932412892	1.84771516	0.00163426
0.933457857	1.84771319	0.00163721
0.934505166	1.84771123	0.00164016
0.935554828	1.84770926	0.00164311
0.93660685	1.84770729	0.00164606
0.937661241	1.84770533	0.00164935
0.938718009	1.84770304	0.00165296
0.939777161	1.84770039	0.0016553
0.940838707	1.84769843	0.00165657
0.941902653	1.84769646	0.00165881
0.942969008	1.84769449	0.00166151
0.94403778	1.84769252	0.00166371
0.945108978	1.84769056	0.00166644
0.94618261	1.84768859	0.00166862
0.947258684	1.84768662	0.00167138
0.948337208	1.84768448	0.00167334
0.94941819	1.84768169	0.00167594
0.95050164	1.84767972	0.00168128
0.951587566	1.84767775	0.00168325
0.952675976	1.84767568	0.00168511
0.953766878	1.84767282	0.00168618
0.954860282	1.84767085	0.00168815
0.955956195	1.84766889	0.00169011
0.957054627	1.84766688	0.00169204
0.958155586	1.84766395	0.00169305
0.959259082	1.84766199	0.00169501
0.960365121	1.84766002	0.00169599
0.961473715	1.84765708	0.00169795
0.96258487	1.84765508	0.00170087
0.963698597	1.84765312	0.00170288
0.964814904	1.84765022	0.00170485
0.9659338	1.84764818	0.00170773
0.967055295	1.84764622	0.00170978
0.968179397	1.84764337	0.00171263
0.969306115	1.84764128	0.00171472
0.970435458	1.84763847	0.00172258
0.971567436	1.84763635	0.00172565
0.972702058	1.84763357	0.00172762
0.973839334	1.84763141	0.00172879
0.974979271	1.84762945	0.00173055
0.976121881	1.84762672	0.00173176
0.977267172	1.84762451	0.00173274
0.978415153	1.84762182	0.00173445
0.979565835	1.84761958	0.00173571
0.980719227	1.84761761	0.00173808
0.981875338	1.84761497	0.00174036
0.983034178	1.84761268	0.00174299
0.984195756	1.84761071	0.00174594
0.985360083	1.84760811	0.00174889
0.986527168	1.84760578	0.00175122
0.987697021	1.84760381	0.00175379
0.988869651	1.84760126	0.00175616
0.99004507	1.84759887	0.00175925
0.991223286	1.84759691	0.00176264
0.992404309	1.84759494	0.00176559
0.993588151	1.84759246	0.00176854
0.99477482	1.84759001	0.00177149
0.995964327	1.84758804	0.00177444
0.997156682	1.84758607	0.00177739
0.998351895	1.84758411	0.00178034
0.999549977	1.84758171	0.00178286
1.000750939	1.84757917	0.00178483
1.001954789	1.8475772	0.00178759
1.00316154	1.84757524	0.00179114
1.0043712	1.84757327	0.00179446
1.005583782	1.8475713	0.00179839
1.006799295	1.84756934	0.001802
1.00801775	1.84756737	0.00180526
1.009239158	1.8475654	0.0018089
1.010463529	1.84756343	0.00181157
1.011690875	1.84756147	0.00181406
1.012921206	1.8475595	0.001818
1.014154533	1.84755753	0.00182193
1.015390867	1.84755557	0.00182587
1.016630219	1.8475536	0.00183
1.0178726	1.84755163	0.00183474
1.019118022	1.84754966	0.00183867
1.020366495	1.8475477	0.00184291
1.02161803	1.84754573	0.00184867
1.02287264	1.84754376	0.00185347
1.024130335	1.8475418	0.00185751
1.025391126	1.84753983	0.00186234
1.026655025	1.84753793	0.00186634
1.027922045	1.8475369	0.00187121
1.029192195	1.84753493	0.00187518
1.030465488	1.84753296	0.00188014
1.031741935	1.84753099	0.00188702
1.033021549	1.84752903	0.0018939
1.034304341	1.84752706	0.00190079
1.035590323	1.84752509	0.00190672
1.036879506	1.84752313	0.00191449
1.038171903	1.84752116	0.00192052
1.039467526	1.8475201	0.00192823
1.040766387	1.84751734	0.00191746
1.042068498	1.84751613	0.00192297
1.043373871	1.84751429	0.00193084
1.044682519	1.84751232	0.00193871
1.045994453	1.84751036	0.00194739
1.047309687	1.84750839	0.00195544
1.048628233	1.84750642	0.0019641
1.049950102	1.84750446	0.00196446
1.051275309	1.84750249	0.00196324
1.052603865	1.84750052	0.00196818
1.053935783	1.84749855	0.00197506
1.055271076	1.84749659	0.00198265
1.056609757	1.84749393	0.00198983
1.057951839	1.84749165	0.00199671
1.059297335	1.84748969	0.00200425
1.060646257	1.84748772	0.00201341
1.061998619	1.84748575	0.00202199
1.063354434	1.84748318	0.00202925
1.064713715	1.84748082	0.00203673
1.066076476	1.84747885	0.0020446
1.06744273	1.84747688	0.00205247
1.06881249	1.84747438	0.00206087
1.07018577	1.84747195	0.00206763
1.071562584	1.84746947	0.00207356
1.072942945	1.84746702	0.00208094
1.074326866	1.84746457	0.00208833
1.075714363	1.84746208	0.00209568
1.077105447	1.84745967	0.0021031
1.078500135	1.84745715	0.00211041
1.079898439	1.84745518	0.00211992
1.081300373	1.84745282	0.00212976
1.082705952	1.84744987	0.00213626
1.084115191	1.84744692	0.00214252
1.085528102	1.84744431	0.00214907
1.086944701	1.84744202	0.00215529
1.088365002	1.84743938	0.00216218
1.08978902	1.84743711	0.00216818
1.091216769	1.84743417	0.00217267
1.092648265	1.84743121	0.00217831
1.09408352	1.84742826	0.00218347
1.095522552	1.84742531	0.00218914
1.096965373	1.84742258	0.00219427
1.098412001	1.84742041	0.00219998
1.099862448	1.84741746	0.00220472
1.101316732	1.84741451	0.00220963
1.102774866	1.84741156	0.00221932
1.104236867	1.84740861	0.0022283
1.105702749	1.84740566	0.00223802
1.107172528	1.84740271	0.00224697
1.10864622	1.84739976	0.00225616
1.110123841	1.84739681	0.00225761
1.111605405	1.8473939	0.00225224
1.113090929	1.84739191	0.00225715
1.114580429	1.84738895	0.00226208
1.116073921	1.847386	0.00226699
1.117571421	1.84738306	0.00227191
1.119072944	1.8473801	0.00227683
1.120578508	1.84737715	0.00229503
1.122088128	1.84737514	0.00231185
1.123601821	1.84737225	0.00232948
1.125119604	1.8473693	0.00234629
1.126641492	1.84736635	0.00236478
1.128167504	1.84736427	0.00238259
1.129697655	1.84736145	0.00238075
1.131231962	1.84735933	0.00234999
1.132770443	1.84735655	0.00235135
1.134313114	1.8473544	0.00236101
1.135859992	1.84735165	0.00237006
1.137411095	1.84734946	0.00237968
1.138966441	1.8473475	0.00238876
1.140526046	1.84734553	0.00237924
1.142089927	1.84734356	0.00237716
1.143658104	1.8473416	0.00238011
1.145230593	1.84734031	0.00238237
1.146807412	1.84733866	0.00238501
1.148388579	1.8473367	0.00238796
1.149974113	1.84733536	0.00239473
1.15156403	1.84733438	0.0024011
1.15315835	1.8473334	0.00240421
1.154757091	1.84733241	0.00240617
1.156360271	1.84733143	0.00240814
1.157967908	1.84733045	0.00241011
1.159580022	1.84733	0.00241154
1.161196631	1.84732948	0.0024146
1.162817753	1.847329	0.00242003
1.164443409	1.847329	0.00242593
1.166073616	1.84732947	0.00243136
1.167708394	1.84733	0.00243673
1.169347763	1.84733044	0.00244219
1.17099174	1.84733142	0.00244627
1.172640347	1.84733241	0.00245084
1.174293603	1.84733378	0.00245734
1.175951527	1.84733537	0.00246361
1.177614138	1.84733671	0.00247049
1.179281458	1.84733868	0.00247534
1.180953506	1.84734097	0.002476
1.182630302	1.84734361	0.00247753
1.184311867	1.84734587	0.00248245
1.18599822	1.8473491	0.00248737
1.187689383	1.84735277	0.00249229
1.189385375	1.84735596	0.00250707
1.191086218	1.8473599	0.0025402
1.192791933	1.84736404	0.00253234
1.19450254	1.84736896	0.00252447
1.19621806	1.84737388	0.0025166
1.197938515	1.84737879	0.00250873
1.199663926	1.84738385	0.00250384
1.201394315	1.84738975	0.00251588
1.203129702	1.84739576	0.00252276
1.20487011	1.84740265	0.00252956
1.206615561	1.84740953	0.00253553
1.208366076	1.84741648	0.00254194
1.210121678	1.84742435	0.00254096
1.211882389	1.84743221	0.00254019
1.21364823	1.84744009	0.00254706
1.215419225	1.84744795	0.00255296
1.217195397	1.8474568	0.00255886
1.218976767	1.84746564	0.00256572
1.220763359	1.84747545	0.00257261
1.222555195	1.84748528	0.00257671
1.2243523	1.84749602	0.00257973
1.226154695	1.84750595	0.00258269
1.227962406	1.84751667	0.00258651
1.229775454	1.84752834	0.00259131
1.231593864	1.8475393	0.002592
1.233417659	1.84755095	0.00258702
1.235246864	1.84756275	0.00258194
1.237081503	1.84757535	0.00257702
1.238921599	1.84758814	0.0025721
1.240767178	1.84760092	0.00259695
1.242618263	1.84761371	0.00261247
1.24447488	1.84762723	0.00262231
1.246337053	1.847641	0.00263214
1.248204808	1.84765476	0.00264197
1.250078169	1.84766853	0.00264772
1.251957162	1.84768297	0.00265166
1.253841811	1.84769772	0.00265624
1.255732144	1.84771184	0.00266179
1.257628185	1.84772623	0.00266708
1.25952996	1.84774158	0.00267259
1.261437496	1.84775673	0.00267442
1.263350818	1.84777149	0.00267174
1.265269954	1.84778679	0.00266725
1.267194929	1.84780199	0.00266287
1.26912577	1.84781726	0.00265945
1.271062504	1.8478325	0.00266899
1.273005158	1.84784773	0.00268435
1.27495376	1.84786347	0.0026932
1.276908336	1.84787876	0.0027025
1.278868914	1.84789395	0.00271147
1.280835523	1.84790926	0.00271475
1.282808188	1.84792402	0.0027118
1.28478694	1.84793877	0.00270885
1.286771806	1.84795352	0.0027059
1.288762813	1.84796827	0.0027047
1.290759992	1.84798302	0.00271035
1.292763371	1.84799746	0.00271996
1.294772978	1.84801123	0.00272291
1.296788842	1.848025	0.00272614
1.298810993	1.84803877	0.00273089
1.300839461	1.84805229	0.00273625
1.302874275	1.84806507	0.002737
1.304915464	1.84807785	0.002737
1.30696306	1.84809044	0.0027368
1.309017091	1.84810224	0.00273152
1.311077589	1.84811404	0.00271166
1.313144584	1.8481257	0.00271092
1.315218106	1.84813637	0.00271682
1.317298188	1.84814633	0.00272273
1.319384859	1.84815705	0.00272622
1.321478152	1.84816679	0.00271153
1.323578097	1.84817564	0.00271743
1.325684727	1.84818449	0.00272333
1.327798074	1.84819331	0.00272923
1.329918169	1.84820118	0.00273438
1.332045046	1.84820904	0.00270697
1.334178736	1.84821593	0.00270106
1.336319273	1.84822184	0.00269516
1.338466689	1.84822774	0.00269022
1.340621018	1.84823364	0.00270222
1.342782293	1.84823862	0.00270208
1.344950548	1.84824353	0.002702
1.347125817	1.84824756	0.002702
1.349308134	1.84825062	0.002702
1.351497532	1.84825357	0.00266684
1.353694048	1.84825652	0.00264587
1.355897714	1.84825782	0.00262898
1.358108567	1.84825962	0.00261226
1.360326642	1.84826079	0.00268024
1.362551973	1.848261	0.00267496
1.364784598	1.848261	0.00264523
1.36702455	1.84826026	0.00261722
1.369271868	1.84825855	0.00259839
1.371526587	1.84825658	0.00259826
1.373788743	1.84825461	0.00259792
1.376058374	1.84825197	0.00259497
1.378335517	1.84824902	0.00259202
1.380620209	1.84824543	0.00261546
1.382912487	1.84824087	0.00261207
1.38521239	1.84823595	0.00258675
1.387519956	1.84823103	0.00256215
1.389835222	1.84822553	0.0025364
1.392158228	1.84821907	0.00251771
1.394489013	1.84821219	0.00250546
1.396827615	1.8482053	0.00249313
1.399174074	1.84819791	0.00250439
1.40152843	1.84818954	0.0025319
1.403890723	1.84818117	0.00252959
1.406260992	1.84817238	0.00250298
1.408639278	1.84816299	0.00247786
1.411025623	1.84815328	0.00245499
1.413420066	1.84814287	0.00243391
1.41582265	1.84813264	0.00241307
1.418233416	1.84812144	0.0023934
1.420652406	1.84810964	0.00238282
1.423079661	1.84809784	0.00237871
1.425515225	1.84808603	0.00235806
1.42795914	1.84807391	0.00233803
1.430411449	1.84806083	0.00232887
1.432872196	1.84804707	0.0023321
1.435341423	1.8480333	0.00231171
1.437819176	1.84801952	0.00229327
1.440305498	1.84800553	0.00228015
1.442800433	1.84799077	0.00226862
1.445304027	1.84797582	0.00224422
1.447816325	1.84796008	0.00222263
1.450337372	1.84794435	0.00221101
1.452867214	1.84792862	0.00220242
1.455405897	1.84791274	0.00217881
1.457953468	1.84789602	0.00215684
1.460509973	1.84787921	0.0021465
1.463075459	1.84786149	0.00213091
1.465649974	1.84784386	0.00210639
1.468233566	1.84782704	0.00208385
1.470826282	1.84780838	0.00208048
1.473428171	1.84779066	0.00206557
1.476039282	1.84777198	0.00204198
1.478659664	1.8477533	0.00202034
1.481289366	1.84773363	0.00202097
1.483928439	1.84771492	0.00199626
1.486576932	1.8476953	0.00197256
1.489234895	1.84767562	0.00194986
1.491902381	1.84765505	0.0019489
1.494579439	1.84763529	0.0019242
1.497266122	1.84761474	0.00189752
1.499962482	1.84759408	0.00189315
1.502668571	1.8475726	0.00188045
1.505384442	1.84755179	0.00185669
1.508110147	1.84753032	0.00183191
1.510845741	1.84750868	0.00183487
1.513591277	1.84748705	0.00181697
1.51634681	1.84746465	0.00179214
1.519112395	1.84744277	0.00177272
1.521888085	1.84742041	0.00176151
1.524673938	1.84739779	0.00174067
1.527470008	1.84737448	0.00171579
1.530276353	1.84735155	0.00170934
1.533093029	1.84732828	0.00169624
1.535920092	1.84730467	0.00167431
1.538757601	1.84728168	0.00165542
1.541605614	1.84725786	0.00164173
1.544464189	1.84723385	0.00162403
1.547333385	1.84720967	0.00160296
1.550213261	1.84718564	0.001594
1.553103877	1.84716097	0.00158105
1.556005293	1.84713591	0.00155796
1.55891757	1.84711132	0.00154294
1.561840769	1.84708674	0.00153262
1.564774951	1.84706167	0.00151557
1.567720179	1.8470361	0.00149393
1.570676514	1.84701053	0.00148376
1.573644021	1.84698495	0.00147665
1.576622762	1.84695938	0.00145542
1.579612801	1.84693342	0.00144143
1.582614203	1.84690725	0.0014315
1.585627033	1.84688131	0.00141111
1.588651355	1.84685475	0.00139392
1.591687236	1.8468282	0.00138539
1.594734743	1.84680165	0.00137443
1.597793941	1.84677479	0.00135731
1.600864899	1.84674726	0.00134434
1.603947685	1.84671998	0.00133532
1.607042367	1.84669317	0.00131761
1.610149013	1.84666564	0.00130355
1.613267694	1.84663789	0.00129779
